CTUID,Job_type,Time,Num_jobs
5350003.00,Grand Total,before,9424.0
5350004.00,Grand Total,before,45986.0
5350005.00,Grand Total,before,68052.0
5350006.00,Grand Total,before,61223.0
5350007.01,Grand Total,before,59116.0
5350007.02,Grand Total,before,59070.0
5350008.01,Grand Total,before,101572.0
5350008.02,Grand Total,before,44526.0
5350009.00,Grand Total,before,125088.0
5350010.01,Grand Total,before,331459.0
5350010.02,Grand Total,before,445591.0
5350011.01,Grand Total,before,535292.0
5350011.02,Grand Total,before,581001.0
5350011.03,Grand Total,before,540956.0
5350012.01,Grand Total,before,330349.0
5350012.03,Grand Total,before,460580.0
5350012.04,Grand Total,before,491913.0
5350013.01,Grand Total,before,559877.0
5350013.02,Grand Total,before,472627.0
5350014.00,Grand Total,before,446239.0
5350015.00,Grand Total,before,551020.0
5350016.00,Grand Total,before,474051.0
5350017.01,Grand Total,before,265245.0
5350017.02,Grand Total,before,436945.0
5350018.00,Grand Total,before,70360.0
5350019.00,Grand Total,before,39099.0
5350020.00,Grand Total,before,17659.0
5350021.00,Grand Total,before,8352.0
5350022.00,Grand Total,before,8556.0
5350023.00,Grand Total,before,13037.0
5350024.00,Grand Total,before,14307.0
5350025.00,Grand Total,before,19257.0
5350026.00,Grand Total,before,21688.0
5350027.00,Grand Total,before,24296.0
5350028.01,Grand Total,before,35871.0
5350028.02,Grand Total,before,36417.0
5350029.00,Grand Total,before,179208.0
5350030.00,Grand Total,before,349591.0
5350031.00,Grand Total,before,244368.0
5350032.00,Grand Total,before,461506.0
5350033.00,Grand Total,before,429774.0
5350034.01,Grand Total,before,582872.0
5350034.02,Grand Total,before,585218.0
5350035.00,Grand Total,before,533315.0
5350036.00,Grand Total,before,549525.0
5350037.00,Grand Total,before,511388.0
5350038.00,Grand Total,before,424517.0
5350039.00,Grand Total,before,446418.0
5350040.00,Grand Total,before,402359.0
5350041.00,Grand Total,before,233375.0
5350042.00,Grand Total,before,187220.0
5350043.00,Grand Total,before,190554.0
5350044.01,Grand Total,before,53326.0
5350044.02,Grand Total,before,70982.0
5350045.00,Grand Total,before,99781.0
5350046.00,Grand Total,before,51510.0
5350047.02,Grand Total,before,52265.0
5350047.03,Grand Total,before,20516.0
5350047.04,Grand Total,before,42236.0
5350048.00,Grand Total,before,32052.0
5350049.00,Grand Total,before,27564.0
5350050.01,Grand Total,before,4083.0
5350050.03,Grand Total,before,5482.0
5350050.04,Grand Total,before,5382.0
5350051.00,Grand Total,before,22305.0
5350052.00,Grand Total,before,45232.0
5350053.00,Grand Total,before,45624.0
5350054.00,Grand Total,before,54312.0
5350055.00,Grand Total,before,47820.0
5350056.00,Grand Total,before,98244.0
5350057.00,Grand Total,before,46147.0
5350058.00,Grand Total,before,97229.0
5350059.00,Grand Total,before,246498.0
5350060.00,Grand Total,before,408516.0
5350061.00,Grand Total,before,476627.0
5350062.01,Grand Total,before,536183.0
5350062.03,Grand Total,before,566325.0
5350062.04,Grand Total,before,583008.0
5350063.03,Grand Total,before,478256.0
5350063.04,Grand Total,before,553374.0
5350063.05,Grand Total,before,579642.0
5350063.06,Grand Total,before,604961.0
5350064.00,Grand Total,before,400639.0
5350065.01,Grand Total,before,118452.0
5350065.02,Grand Total,before,87186.0
5350066.00,Grand Total,before,431979.0
5350067.00,Grand Total,before,42500.0
5350068.00,Grand Total,before,162812.0
5350069.00,Grand Total,before,61382.0
5350070.00,Grand Total,before,68462.0
5350071.00,Grand Total,before,18568.0
5350072.01,Grand Total,before,18944.0
5350072.02,Grand Total,before,12572.0
5350073.00,Grand Total,before,27594.0
5350074.00,Grand Total,before,21786.0
5350075.00,Grand Total,before,12558.0
5350076.00,Grand Total,before,12611.0
5350077.00,Grand Total,before,21073.0
5350078.00,Grand Total,before,16725.0
5350079.00,Grand Total,before,10295.0
5350080.01,Grand Total,before,14820.0
5350080.02,Grand Total,before,18316.0
5350081.00,Grand Total,before,13819.0
5350082.00,Grand Total,before,16852.0
5350083.00,Grand Total,before,19190.0
5350084.00,Grand Total,before,15194.0
5350085.00,Grand Total,before,30933.0
5350086.00,Grand Total,before,15571.0
5350087.00,Grand Total,before,91465.0
5350088.00,Grand Total,before,426954.0
5350089.00,Grand Total,before,420930.0
5350090.00,Grand Total,before,432934.0
5350091.01,Grand Total,before,510974.0
5350091.02,Grand Total,before,361617.0
5350092.00,Grand Total,before,420433.0
5350093.00,Grand Total,before,27838.0
5350094.00,Grand Total,before,20069.0
5350095.00,Grand Total,before,25083.0
5350096.01,Grand Total,before,37948.0
5350096.02,Grand Total,before,42756.0
5350097.01,Grand Total,before,34287.0
5350097.03,Grand Total,before,40040.0
5350097.04,Grand Total,before,42270.0
5350098.00,Grand Total,before,21843.0
5350099.00,Grand Total,before,22231.0
5350100.00,Grand Total,before,30069.0
5350101.00,Grand Total,before,20956.0
5350102.02,Grand Total,before,14747.0
5350102.03,Grand Total,before,16587.0
5350102.04,Grand Total,before,16723.0
5350102.05,Grand Total,before,14894.0
5350103.00,Grand Total,before,9551.0
5350104.00,Grand Total,before,10064.0
5350105.00,Grand Total,before,15568.0
5350106.00,Grand Total,before,18659.0
5350107.00,Grand Total,before,27802.0
5350108.00,Grand Total,before,20532.0
5350109.00,Grand Total,before,41613.0
5350110.00,Grand Total,before,23918.0
5350111.00,Grand Total,before,26681.0
5350112.00,Grand Total,before,23645.0
5350113.00,Grand Total,before,28051.0
5350114.00,Grand Total,before,17701.0
5350115.00,Grand Total,before,33976.0
5350116.00,Grand Total,before,16779.0
5350117.00,Grand Total,before,444784.0
5350118.00,Grand Total,before,32081.0
5350119.00,Grand Total,before,72622.0
5350120.00,Grand Total,before,420506.0
5350121.00,Grand Total,before,260569.0
5350122.00,Grand Total,before,57761.0
5350123.00,Grand Total,before,63954.0
5350124.00,Grand Total,before,418627.0
5350125.00,Grand Total,before,61562.0
5350126.00,Grand Total,before,22605.0
5350127.00,Grand Total,before,30354.0
5350128.02,Grand Total,before,88300.0
5350128.04,Grand Total,before,187096.0
5350128.05,Grand Total,before,131395.0
5350128.06,Grand Total,before,223626.0
5350129.00,Grand Total,before,54972.0
5350130.00,Grand Total,before,11085.0
5350131.00,Grand Total,before,10444.0
5350132.00,Grand Total,before,19935.0
5350133.00,Grand Total,before,17273.0
5350134.00,Grand Total,before,27947.0
5350135.00,Grand Total,before,39198.0
5350136.01,Grand Total,before,31166.0
5350136.02,Grand Total,before,83545.0
5350137.00,Grand Total,before,20713.0
5350138.00,Grand Total,before,52775.0
5350139.01,Grand Total,before,20855.0
5350139.02,Grand Total,before,21201.0
5350140.00,Grand Total,before,20460.0
5350141.01,Grand Total,before,62010.0
5350141.02,Grand Total,before,10327.0
5350142.00,Grand Total,before,43081.0
5350150.00,Grand Total,before,5940.0
5350151.00,Grand Total,before,5216.0
5350152.00,Grand Total,before,18834.0
5350153.00,Grand Total,before,21820.0
5350154.00,Grand Total,before,4418.0
5350155.00,Grand Total,before,13431.0
5350156.01,Grand Total,before,12957.0
5350156.02,Grand Total,before,12985.0
5350157.00,Grand Total,before,23785.0
5350158.00,Grand Total,before,24221.0
5350159.01,Grand Total,before,26899.0
5350159.02,Grand Total,before,19739.0
5350160.00,Grand Total,before,30757.0
5350161.00,Grand Total,before,9053.0
5350162.00,Grand Total,before,39628.0
5350163.00,Grand Total,before,20753.0
5350164.00,Grand Total,before,13098.0
5350165.00,Grand Total,before,15713.0
5350166.00,Grand Total,before,15187.0
5350167.01,Grand Total,before,462161.0
5350167.02,Grand Total,before,14643.0
5350168.00,Grand Total,before,18183.0
5350169.01,Grand Total,before,46062.0
5350169.02,Grand Total,before,31937.0
5350170.00,Grand Total,before,15262.0
5350171.00,Grand Total,before,21996.0
5350172.00,Grand Total,before,13960.0
5350173.00,Grand Total,before,26620.0
5350174.00,Grand Total,before,12978.0
5350175.01,Grand Total,before,16981.0
5350175.02,Grand Total,before,9965.0
5350176.00,Grand Total,before,7038.0
5350180.00,Grand Total,before,14327.0
5350181.01,Grand Total,before,11525.0
5350181.02,Grand Total,before,16888.0
5350182.00,Grand Total,before,18114.0
5350183.01,Grand Total,before,15289.0
5350183.02,Grand Total,before,14773.0
5350184.01,Grand Total,before,21779.0
5350184.02,Grand Total,before,23496.0
5350185.01,Grand Total,before,23642.0
5350185.02,Grand Total,before,23566.0
5350187.00,Grand Total,before,12612.0
5350188.00,Grand Total,before,21153.0
5350189.00,Grand Total,before,7197.0
5350190.01,Grand Total,before,3784.0
5350190.02,Grand Total,before,6990.0
5350191.00,Grand Total,before,13671.0
5350192.00,Grand Total,before,12074.0
5350193.00,Grand Total,before,3698.0
5350194.01,Grand Total,before,1942.0
5350194.02,Grand Total,before,24249.0
5350194.03,Grand Total,before,10871.0
5350194.04,Grand Total,before,1174.0
5350195.01,Grand Total,before,27197.0
5350195.02,Grand Total,before,25540.0
5350196.01,Grand Total,before,39928.0
5350196.02,Grand Total,before,25212.0
5350200.01,Grand Total,before,2192.0
5350200.02,Grand Total,before,11971.0
5350201.00,Grand Total,before,7531.0
5350202.00,Grand Total,before,11268.0
5350203.00,Grand Total,before,8921.0
5350204.00,Grand Total,before,6316.0
5350205.00,Grand Total,before,5321.0
5350206.01,Grand Total,before,8133.0
5350206.02,Grand Total,before,11062.0
5350207.00,Grand Total,before,27180.0
5350208.00,Grand Total,before,16049.0
5350209.00,Grand Total,before,17197.0
5350210.01,Grand Total,before,8419.0
5350210.03,Grand Total,before,7799.0
5350210.04,Grand Total,before,1598.0
5350211.00,Grand Total,before,2533.0
5350212.00,Grand Total,before,5348.0
5350213.01,Grand Total,before,34725.0
5350213.02,Grand Total,before,1174.0
5350214.00,Grand Total,before,3201.0
5350215.00,Grand Total,before,12261.0
5350216.00,Grand Total,before,6506.0
5350217.00,Grand Total,before,2700.0
5350218.00,Grand Total,before,8973.0
5350219.00,Grand Total,before,18334.0
5350220.00,Grand Total,before,1783.0
5350221.01,Grand Total,before,4277.0
5350221.02,Grand Total,before,9286.0
5350222.01,Grand Total,before,9340.0
5350222.02,Grand Total,before,9011.0
5350223.01,Grand Total,before,7516.0
5350223.02,Grand Total,before,9258.0
5350224.00,Grand Total,before,7614.0
5350225.01,Grand Total,before,6615.0
5350225.02,Grand Total,before,7788.0
5350226.00,Grand Total,before,9535.0
5350227.00,Grand Total,before,8924.0
5350228.00,Grand Total,before,477.0
5350229.00,Grand Total,before,3416.0
5350230.01,Grand Total,before,3848.0
5350230.02,Grand Total,before,2332.0
5350231.00,Grand Total,before,2810.0
5350232.00,Grand Total,before,8828.0
5350233.00,Grand Total,before,9698.0
5350234.00,Grand Total,before,599.0
5350235.01,Grand Total,before,5959.0
5350235.02,Grand Total,before,4550.0
5350236.01,Grand Total,before,2795.0
5350237.01,Grand Total,before,1324.0
5350237.02,Grand Total,before,1620.0
5350237.03,Grand Total,before,2904.0
5350238.01,Grand Total,before,3929.0
5350238.02,Grand Total,before,4102.0
5350239.00,Grand Total,before,2166.0
5350240.01,Grand Total,before,1775.0
5350240.02,Grand Total,before,1218.0
5350241.00,Grand Total,before,8241.0
5350242.00,Grand Total,before,10526.0
5350243.01,Grand Total,before,2246.0
5350243.02,Grand Total,before,186.0
5350244.02,Grand Total,before,15431.0
5350245.00,Grand Total,before,1582.0
5350246.00,Grand Total,before,15973.0
5350247.02,Grand Total,before,5244.0
5350248.02,Grand Total,before,15922.0
5350248.03,Grand Total,before,9774.0
5350248.04,Grand Total,before,21607.0
5350248.05,Grand Total,before,12144.0
5350249.01,Grand Total,before,2049.0
5350249.03,Grand Total,before,13454.0
5350249.04,Grand Total,before,2176.0
5350249.05,Grand Total,before,16124.0
5350250.01,Grand Total,before,4452.0
5350250.02,Grand Total,before,605.0
5350250.04,Grand Total,before,2317.0
5350250.05,Grand Total,before,2235.0
5350260.01,Grand Total,before,20248.0
5350260.04,Grand Total,before,31919.0
5350260.05,Grand Total,before,21379.0
5350260.06,Grand Total,before,38304.0
5350260.07,Grand Total,before,115.0
5350261.00,Grand Total,before,7646.0
5350262.01,Grand Total,before,13889.0
5350262.02,Grand Total,before,10772.0
5350263.02,Grand Total,before,4149.0
5350263.03,Grand Total,before,16125.0
5350263.04,Grand Total,before,17029.0
5350265.00,Grand Total,before,10928.0
5350268.00,Grand Total,before,11962.0
5350269.01,Grand Total,before,46316.0
5350269.02,Grand Total,before,2642.0
5350270.01,Grand Total,before,2610.0
5350270.02,Grand Total,before,2560.0
5350271.01,Grand Total,before,19045.0
5350271.02,Grand Total,before,3458.0
5350272.01,Grand Total,before,61415.0
5350272.02,Grand Total,before,1748.0
5350273.01,Grand Total,before,217.0
5350273.02,Grand Total,before,12125.0
5350274.01,Grand Total,before,5758.0
5350274.02,Grand Total,before,26420.0
5350275.00,Grand Total,before,67596.0
5350276.01,Grand Total,before,38222.0
5350276.02,Grand Total,before,7045.0
5350277.00,Grand Total,before,6175.0
5350278.00,Grand Total,before,5862.0
5350279.01,Grand Total,before,34144.0
5350279.02,Grand Total,before,26637.0
5350280.00,Grand Total,before,8693.0
5350281.01,Grand Total,before,15950.0
5350281.02,Grand Total,before,8491.0
5350282.00,Grand Total,before,2517.0
5350283.01,Grand Total,before,3129.0
5350283.02,Grand Total,before,1765.0
5350284.00,Grand Total,before,6103.0
5350285.00,Grand Total,before,5803.0
5350286.00,Grand Total,before,14490.0
5350287.02,Grand Total,before,11431.0
5350287.03,Grand Total,before,34607.0
5350287.04,Grand Total,before,12406.0
5350288.00,Grand Total,before,31285.0
5350289.00,Grand Total,before,40996.0
5350290.01,Grand Total,before,4536.0
5350290.02,Grand Total,before,36156.0
5350291.02,Grand Total,before,12409.0
5350291.03,Grand Total,before,13441.0
5350291.04,Grand Total,before,37219.0
5350292.00,Grand Total,before,51.0
5350293.00,Grand Total,before,37460.0
5350294.01,Grand Total,before,15150.0
5350294.02,Grand Total,before,9555.0
5350295.00,Grand Total,before,2026.0
5350297.01,Grand Total,before,30695.0
5350297.02,Grand Total,before,7499.0
5350298.00,Grand Total,before,4442.0
5350299.01,Grand Total,before,47275.0
5350299.02,Grand Total,before,47748.0
5350300.01,Grand Total,before,101156.0
5350300.02,Grand Total,before,47862.0
5350300.03,Grand Total,before,31907.0
5350301.01,Grand Total,before,1203.0
5350301.03,Grand Total,before,48197.0
5350301.04,Grand Total,before,4756.0
5350302.01,Grand Total,before,25792.0
5350302.02,Grand Total,before,6061.0
5350302.03,Grand Total,before,5195.0
5350303.00,Grand Total,before,2292.0
5350304.01,Grand Total,before,28235.0
5350304.02,Grand Total,before,554.0
5350304.03,Grand Total,before,1949.0
5350304.04,Grand Total,before,48740.0
5350304.05,Grand Total,before,6122.0
5350304.06,Grand Total,before,8286.0
5350305.01,Grand Total,before,2169.0
5350305.03,Grand Total,before,32906.0
5350305.05,Grand Total,before,33688.0
5350305.06,Grand Total,before,11072.0
5350306.01,Grand Total,before,8902.0
5350306.02,Grand Total,before,28949.0
5350307.03,Grand Total,before,43754.0
5350307.04,Grand Total,before,49025.0
5350307.05,Grand Total,before,52894.0
5350307.06,Grand Total,before,38267.0
5350307.07,Grand Total,before,35332.0
5350308.02,Grand Total,before,5959.0
5350308.03,Grand Total,before,30097.0
5350308.05,Grand Total,before,37913.0
5350308.06,Grand Total,before,38815.0
5350308.07,Grand Total,before,54008.0
5350309.00,Grand Total,before,2598.0
5350310.01,Grand Total,before,5100.0
5350310.02,Grand Total,before,53774.0
5350311.02,Grand Total,before,40988.0
5350311.03,Grand Total,before,1616.0
5350311.04,Grand Total,before,2064.0
5350311.05,Grand Total,before,43905.0
5350311.06,Grand Total,before,2309.0
5350312.02,Grand Total,before,6439.0
5350312.03,Grand Total,before,6179.0
5350312.04,Grand Total,before,8361.0
5350312.05,Grand Total,before,9638.0
5350312.06,Grand Total,before,15118.0
5350312.07,Grand Total,before,10487.0
5350313.00,Grand Total,before,20103.0
5350314.01,Grand Total,before,26316.0
5350314.02,Grand Total,before,2358.0
5350315.01,Grand Total,before,381.0
5350315.02,Grand Total,before,6264.0
5350315.03,Grand Total,before,6022.0
5350316.01,Grand Total,before,6755.0
5350316.03,Grand Total,before,8665.0
5350316.04,Grand Total,before,9457.0
5350316.05,Grand Total,before,9540.0
5350316.06,Grand Total,before,5948.0
5350317.02,Grand Total,before,3046.0
5350317.03,Grand Total,before,919.0
5350317.04,Grand Total,before,7823.0
5350317.05,Grand Total,before,61541.0
5350318.01,Grand Total,before,20361.0
5350318.02,Grand Total,before,44002.0
5350319.00,Grand Total,before,10670.0
5350320.01,Grand Total,before,3908.0
5350320.02,Grand Total,before,8237.0
5350321.01,Grand Total,before,7925.0
5350321.02,Grand Total,before,9691.0
5350322.01,Grand Total,before,50229.0
5350322.02,Grand Total,before,2243.0
5350323.01,Grand Total,before,3734.0
5350324.01,Grand Total,before,13040.0
5350324.02,Grand Total,before,11983.0
5350324.03,Grand Total,before,11956.0
5350324.05,Grand Total,before,12941.0
5350324.06,Grand Total,before,74.0
5350330.00,Grand Total,before,5090.0
5350331.01,Grand Total,before,6760.0
5350331.03,Grand Total,before,6381.0
5350331.04,Grand Total,before,3365.0
5350332.00,Grand Total,before,18811.0
5350333.00,Grand Total,before,8059.0
5350334.00,Grand Total,before,3510.0
5350335.00,Grand Total,before,11195.0
5350336.00,Grand Total,before,8159.0
5350337.01,Grand Total,before,8654.0
5350337.02,Grand Total,before,3903.0
5350338.00,Grand Total,before,8905.0
5350339.00,Grand Total,before,10019.0
5350340.00,Grand Total,before,12972.0
5350341.02,Grand Total,before,11395.0
5350341.03,Grand Total,before,10802.0
5350341.04,Grand Total,before,12901.0
5350342.00,Grand Total,before,2654.0
5350343.00,Grand Total,before,10795.0
5350344.01,Grand Total,before,8286.0
5350344.02,Grand Total,before,6652.0
5350345.00,Grand Total,before,7290.0
5350346.01,Grand Total,before,11812.0
5350346.02,Grand Total,before,26424.0
5350347.00,Grand Total,before,24097.0
5350348.00,Grand Total,before,20904.0
5350349.00,Grand Total,before,25870.0
5350350.00,Grand Total,before,26515.0
5350351.01,Grand Total,before,30309.0
5350351.02,Grand Total,before,20980.0
5350352.00,Grand Total,before,46658.0
5350353.02,Grand Total,before,812.0
5350353.03,Grand Total,before,5606.0
5350353.04,Grand Total,before,3082.0
5350354.00,Grand Total,before,17059.0
5350355.02,Grand Total,before,6503.0
5350355.04,Grand Total,before,7782.0
5350355.05,Grand Total,before,3194.0
5350355.06,Grand Total,before,15220.0
5350356.00,Grand Total,before,4145.0
5350357.01,Grand Total,before,11719.0
5350357.02,Grand Total,before,1505.0
5350358.01,Grand Total,before,3726.0
5350358.02,Grand Total,before,6119.0
5350358.03,Grand Total,before,15165.0
5350359.00,Grand Total,before,8544.0
5350360.00,Grand Total,before,930.0
5350361.01,Grand Total,before,422.0
5350361.02,Grand Total,before,605.0
5350362.01,Grand Total,before,711.0
5350362.02,Grand Total,before,6814.0
5350362.03,Grand Total,before,10129.0
5350362.04,Grand Total,before,679.0
5350363.02,Grand Total,before,7041.0
5350363.04,Grand Total,before,10515.0
5350363.05,Grand Total,before,6697.0
5350363.06,Grand Total,before,15060.0
5350363.07,Grand Total,before,35936.0
5350364.01,Grand Total,before,281.0
5350364.02,Grand Total,before,7064.0
5350365.00,Grand Total,before,17160.0
5350366.00,Grand Total,before,16394.0
5350367.01,Grand Total,before,24141.0
5350367.02,Grand Total,before,19043.0
5350368.01,Grand Total,before,50339.0
5350368.02,Grand Total,before,11970.0
5350369.00,Grand Total,before,23178.0
5350370.01,Grand Total,before,46867.0
5350370.02,Grand Total,before,40298.0
5350370.03,Grand Total,before,29548.0
5350371.00,Grand Total,before,33237.0
5350372.00,Grand Total,before,39464.0
5350373.00,Grand Total,before,69022.0
5350374.01,Grand Total,before,32578.0
5350374.02,Grand Total,before,2610.0
5350374.03,Grand Total,before,8897.0
5350375.01,Grand Total,before,26931.0
5350375.02,Grand Total,before,45433.0
5350375.03,Grand Total,before,6712.0
5350375.04,Grand Total,before,1416.0
5350375.05,Grand Total,before,1366.0
5350376.01,Grand Total,before,20600.0
5350376.02,Grand Total,before,11289.0
5350376.04,Grand Total,before,25116.0
5350376.05,Grand Total,before,11188.0
5350376.06,Grand Total,before,19941.0
5350376.08,Grand Total,before,14010.0
5350376.09,Grand Total,before,3140.0
5350376.11,Grand Total,before,27391.0
5350376.12,Grand Total,before,12926.0
5350376.13,Grand Total,before,15312.0
5350376.14,Grand Total,before,14635.0
5350376.15,Grand Total,before,11164.0
5350376.16,Grand Total,before,74299.0
5350377.02,Grand Total,before,33935.0
5350377.03,Grand Total,before,4568.0
5350377.04,Grand Total,before,14388.0
5350377.06,Grand Total,before,9028.0
5350377.07,Grand Total,before,19997.0
5350377.08,Grand Total,before,16456.0
5350377.09,Grand Total,before,13671.0
5350378.02,Grand Total,before,27343.0
5350378.03,Grand Total,before,14288.0
5350378.04,Grand Total,before,24980.0
5350378.05,Grand Total,before,9215.0
5350378.06,Grand Total,before,16651.0
5350378.07,Grand Total,before,36962.0
5350378.08,Grand Total,before,25469.0
5350378.11,Grand Total,before,18538.0
5350378.12,Grand Total,before,10949.0
5350378.14,Grand Total,before,22239.0
5350378.16,Grand Total,before,10037.0
5350378.17,Grand Total,before,16942.0
5350378.18,Grand Total,before,23719.0
5350378.19,Grand Total,before,10693.0
5350378.20,Grand Total,before,19616.0
5350378.21,Grand Total,before,20359.0
5350378.22,Grand Total,before,999.0
5350378.23,Grand Total,before,21615.0
5350378.24,Grand Total,before,6061.0
5350378.25,Grand Total,before,97.0
5350378.26,Grand Total,before,10412.0
5350378.28,Grand Total,before,225.0
5350378.27,Grand Total,before,0.0
5350323.02,Grand Total,before,0.0
5350267.00,Grand Total,before,0.0
5350264.00,Grand Total,before,0.0
5350244.01,Grand Total,before,0.0
5350236.02,Grand Total,before,0.0
5350186.00,Grand Total,before,0.0
5350001.00,Grand Total,before,0.0
5350002.00,Grand Total,before,0.0
5350296.00,Grand Total,before,0.0
5350266.00,Grand Total,before,0.0
5350247.01,Grand Total,before,0.0
